workload,algo,num_points,purity,qps
KDD99_F,StreamKMeans,4555512,0.608597,21279.1
KDD99_F,StreamKMeans,4604496,0.602163,21086.3
KDD99_F,StreamKMeans,4653480,0.603921,20946.4
KDD99_F,StreamKMeans,4702464,0.589617,20773.7
KDD99_F,StreamKMeans,4751448,0.583539,20625.4
KDD99_F,StreamKMeans,4800432,0.584545,20346.3
KDD99_F,StreamKMeans,4849416,0.60118,20366.3
KDD99_F,StreamKMeans,4898431,0.581972,20396.6
KDD99_F,CluStream,48984,0.999918,4719.31
KDD99_F,CluStream,97968,0.795035,7619.14
KDD99_F,CluStream,146952,0.748469,9530.8
KDD99_F,CluStream,195936,0.810739,10962.1
KDD99_F,CluStream,244920,0.847689,11922.4
KDD99_F,CluStream,293904,0.86993,12846.2
KDD99_F,CluStream,342888,0.888509,13523.2
KDD99_F,CluStream,391872,0.902445,14047.5
KDD99_F,CluStream,440856,0.861209,14308.6
KDD99_F,CluStream,489840,0.775088,14902.3
KDD99_F,CluStream,538824,0.729392,15238.4
KDD99_F,CluStream,587808,0.668609,15444.7
KDD99_F,CluStream,636792,0.617178,15533.1
KDD99_F,CluStream,685776,0.573094,15999.5
KDD99_F,CluStream,734760,0.553156,16170.7
KDD99_F,CluStream,783744,0,16360.6
KDD99_F,CluStream,832728,0,16522.6
KDD99_F,CluStream,881712,0,16641.6
KDD99_F,CluStream,930696,0,16765
KDD99_F,CluStream,979680,0,16852.7
KDD99_F,CluStream,1028664,0,16801.7
KDD99_F,CluStream,1077648,0,16975.1
KDD99_F,CluStream,1126632,0,17137.4
KDD99_F,CluStream,1175616,0,17073.5
KDD99_F,CluStream,1224600,0,16969
KDD99_F,CluStream,1273584,0,17324.4
KDD99_F,CluStream,1322568,0,17271.3
KDD99_F,CluStream,1371552,0,17422.4
KDD99_F,CluStream,1420536,0,17445.9
KDD99_F,CluStream,1469520,0,17556.7
KDD99_F,CluStream,1518504,0,17628
KDD99_F,CluStream,1567488,0,17651.1
KDD99_F,CluStream,1616472,0,17663.1
KDD99_F,CluStream,1665456,0,17574.5
KDD99_F,CluStream,1714440,0,17763.6
KDD99_F,CluStream,1763424,0,17832.3
KDD99_F,CluStream,1812408,0,17855.2
KDD99_F,CluStream,1861392,0,17671.4
KDD99_F,CluStream,1910376,0,17775.2
KDD99_F,CluStream,1959360,0,17797.6
KDD99_F,CluStream,2008344,0,17980.7
KDD99_F,CluStream,2057328,0,17840.7
KDD99_F,CluStream,2106312,0,17807.7
KDD99_F,CluStream,2155296,0,18129.2
KDD99_F,CluStream,2204280,0,18009.6
KDD99_F,CluStream,2253264,0,18128.9
KDD99_F,CluStream,2302248,0,18063.7
KDD99_F,CluStream,2351232,0,18166.2
KDD99_F,CluStream,2400216,0,18194.1
KDD99_F,CluStream,2449200,0,18158.9
KDD99_F,CluStream,2498184,0,18065
KDD99_F,CluStream,2547168,0,18220.1
KDD99_F,CluStream,2596152,0,18060
KDD99_F,CluStream,2645136,0,18337.4
KDD99_F,CluStream,2694120,0,18387
KDD99_F,CluStream,2743104,0,18223.2
KDD99_F,CluStream,2792088,0,18374.7
KDD99_F,CluStream,2841072,0,18442
KDD99_F,CluStream,2890056,0,18435.7
KDD99_F,CluStream,2939040,0,18487.5
KDD99_F,CluStream,2988024,0,18113.5
KDD99_F,CluStream,3037008,0,18427.9
KDD99_F,CluStream,3085992,0,18439.8
KDD99_F,CluStream,3134976,0,18208.1
KDD99_F,CluStream,3183960,0,18510.4
KDD99_F,CluStream,3232944,0,18401.2
KDD99_F,CluStream,3281928,0,18518
KDD99_F,CluStream,3330912,0,18469.9
KDD99_F,CluStream,3379896,0,18484.6
KDD99_F,CluStream,3428880,0,18548.6
KDD99_F,CluStream,3477864,0,18560.8
KDD99_F,CluStream,3526848,0,18576.2
KDD99_F,CluStream,3575832,0,18651.4
KDD99_F,CluStream,3624816,0,18621.8
KDD99_F,CluStream,3673800,0,18619.9
KDD99_F,CluStream,3722784,0,18593.1
KDD99_F,CluStream,3771768,0,18701.1
KDD99_F,CluStream,3820752,0,18670.9
KDD99_F,CluStream,3869736,0,18651.5
KDD99_F,CluStream,3918720,0,18712.1
KDD99_F,CluStream,3967704,0,18483.9
KDD99_F,CluStream,4016688,0,18523.5
KDD99_F,CluStream,4065672,0,18076.9
KDD99_F,CluStream,4114656,0,18488.3
KDD99_F,CluStream,4163640,0,18478.8
KDD99_F,CluStream,4212624,0,18642.6
KDD99_F,CluStream,4261608,0,18688.5
KDD99_F,CluStream,4310592,0,18449.1
KDD99_F,CluStream,4359576,0,18710.9
KDD99_F,CluStream,4408560,0,18788.2
KDD99_F,CluStream,4457544,0,18739
KDD99_F,CluStream,4506528,0,18766.6
KDD99_F,CluStream,4555512,0,18796.2
KDD99_F,CluStream,4604496,0,18791.2
KDD99_F,CluStream,4653480,0,18821.5
KDD99_F,CluStream,4702464,0,18805.7
KDD99_F,CluStream,4751448,0,18850.1
KDD99_F,CluStream,4800432,0,18882.6
KDD99_F,CluStream,4849416,0,18877
KDD99_F,CluStream,4898431,0,18876.9
KDD99_F,DenStream,48984,0.999918,21819.1
KDD99_F,DenStream,97968,0.953954,21608.8
KDD99_F,DenStream,146952,0.992004,21086.5
KDD99_F,DenStream,195936,0.989471,21467.8
KDD99_F,DenStream,244920,0.987857,21396.1
KDD99_F,DenStream,293904,0.9872,21288.4
KDD99_F,DenStream,342888,0.98652,20991.8
KDD99_F,DenStream,391872,0.98611,21065.1
KDD99_F,DenStream,440856,0.974404,20917.7
KDD99_F,DenStream,489840,0.97666,20540.2
KDD99_F,DenStream,538824,0.918333,20570.9
KDD99_F,DenStream,587808,0.92504,20221.6
KDD99_F,DenStream,636792,0.930811,20230.2
KDD99_F,DenStream,685776,0.933745,16874.7
KDD99_F,DenStream,734760,0.928157,19981.9
KDD99_F,DenStream,783744,0.938068,19801.4
KDD99_F,DenStream,832728,0.935351,19708.6
KDD99_F,DenStream,881712,0.933923,19525.6
KDD99_F,DenStream,930696,0.978343,19391.3
KDD99_F,DenStream,979680,0.979334,19246.3
KDD99_F,DenStream,1028664,0.935364,18883.8
KDD99_F,DenStream,1077648,0.939224,19020.7
KDD99_F,DenStream,1126632,0.941849,18890.5
KDD99_F,DenStream,1175616,0.944279,18817.2
KDD99_F,DenStream,1224600,0.946226,18682.7
KDD99_F,DenStream,1273584,0.965405,18615.1
KDD99_F,DenStream,1322568,0.983937,18533.6
KDD99_F,DenStream,1371552,0.947933,18438
KDD99_F,DenStream,1420536,0.937402,18380.7
KDD99_F,DenStream,1469520,0.975805,18303.9
KDD99_F,DenStream,1518504,0.976559,18184.2
KDD99_F,DenStream,1567488,0.977267,18110
KDD99_F,DenStream,1616472,0.97785,17972.7
KDD99_F,DenStream,1665456,0.9786,17942
KDD99_F,DenStream,1714440,0.979211,17878.6
KDD99_F,DenStream,1763424,0.979789,17823.3
KDD99_F,DenStream,1812408,0.980282,17730.8
KDD99_F,DenStream,1861392,0.980722,17703.4
KDD99_F,DenStream,1910376,0.981216,17638.5
KDD99_F,DenStream,1959360,0.981686,17405.5
KDD99_F,DenStream,2008344,0.982138,17488.3
KDD99_F,DenStream,2057328,0.982558,17380.7
KDD99_F,DenStream,2106312,0.982981,17362.7
KDD99_F,DenStream,2155296,0.983368,17284.3
KDD99_F,DenStream,2204280,0.983721,17242.8
KDD99_F,DenStream,2253264,0.984075,17174.3
KDD99_F,DenStream,2302248,0.984413,17087.4
KDD99_F,DenStream,2351232,0.984738,16912.2
KDD99_F,DenStream,2400216,0.98505,17149.8
KDD99_F,DenStream,2449200,0.985364,17072.9
KDD99_F,DenStream,2498184,0.985577,16798
KDD99_F,DenStream,2547168,0.985912,16882.1
KDD99_F,DenStream,2596152,0.986214,16957.6
KDD99_F,DenStream,2645136,0.986448,16929.7
KDD99_F,DenStream,2694120,0.986716,16748.7
KDD99_F,DenStream,2743104,0.986932,16505.4
KDD99_F,DenStream,2792088,0.987126,16538.1
KDD99_F,DenStream,2841072,0.987403,16615.4
KDD99_F,DenStream,2890056,0.987596,16698.7
KDD99_F,DenStream,2939040,0.98777,16537.9
KDD99_F,DenStream,2988024,0.988022,16676.1
KDD99_F,DenStream,3037008,0.988215,16560
KDD99_F,DenStream,3085992,0.988402,16551.6
KDD99_F,DenStream,3134976,0.988584,16278.1
KDD99_F,DenStream,3183960,0.988741,16610.8
KDD99_F,DenStream,3232944,0.98893,16453.1
KDD99_F,DenStream,3281928,0.989095,16506.1
KDD99_F,DenStream,3330912,0.989255,16524
KDD99_F,DenStream,3379896,0.989411,16275.2
KDD99_F,DenStream,3428880,0.969235,16440.6
KDD99_F,DenStream,3477864,0.973554,16277.7
KDD99_F,DenStream,3526848,0.97403,16286.4
KDD99_F,DenStream,3575832,0.974248,16331.8
KDD99_F,DenStream,3624816,0.974569,16418.1
KDD99_F,DenStream,3673800,0.98924,16219.4
KDD99_F,DenStream,3722784,0.97421,16086.6
KDD99_F,DenStream,3771768,0.970628,16093.3
KDD99_F,DenStream,3820752,0.971973,16165
KDD99_F,DenStream,3869736,0.972327,16150.2
KDD99_F,DenStream,3918720,0.972676,16200.1
KDD99_F,DenStream,3967704,0.988043,16075.7
KDD99_F,DenStream,4016688,0.988165,16048.3
KDD99_F,DenStream,4065672,0.988301,15922.2
KDD99_F,DenStream,4114656,0.988394,15953.8
KDD99_F,DenStream,4163640,0.988496,15979
KDD99_F,DenStream,4212624,0.988629,15977.1
KDD99_F,DenStream,4261608,0.98876,15844
KDD99_F,DenStream,4310592,0.988888,15879.5
KDD99_F,DenStream,4359576,0.989017,15733.7
KDD99_F,DenStream,4408560,0.989135,15803
KDD99_F,DenStream,4457544,0.989254,15853
KDD99_F,DenStream,4506528,0.973575,15825.6
KDD99_F,DenStream,4555512,0.969169,15790.5
KDD99_F,DenStream,4604496,0.974157,15791.5
KDD99_F,DenStream,4653480,0.974397,15734.6
KDD99_F,DenStream,4702464,0.97483,15730.5
KDD99_F,DenStream,4751448,0.972907,15683.1
KDD99_F,DenStream,4800432,0.969374,15693.3
KDD99_F,DenStream,4849416,0.986906,15538.6
KDD99_F,DenStream,4898431,0.969101,15524.5
KDD99_F,DBStream,48984,0.999918,83755.6
KDD99_F,DBStream,97968,0.795035,88666.2
KDD99_F,DBStream,146952,0.98622,100349
KDD99_F,DBStream,195936,0.904852,92709.8
KDD99_F,DBStream,244920,0.968345,88729.8
KDD99_F,DBStream,293904,0.979401,84376.4
KDD99_F,DBStream,342888,0.963029,81737.9
KDD99_F,DBStream,391872,0.957795,79271.8
KDD99_F,DBStream,440856,0,74859
KDD99_F,DBStream,489840,0,83840
KDD99_F,DBStream,538824,0.749922,86208
KDD99_F,DBStream,587808,0.770762,92577.2
KDD99_F,DBStream,636792,0.788396,99931.9
KDD99_F,DBStream,685776,0.80351,105340
KDD99_F,DBStream,734760,0.902361,105199
KDD99_F,DBStream,783744,0.908452,97091
KDD99_F,DBStream,832728,0.943792,100223
KDD99_F,DBStream,881712,0.922859,98562.7
KDD99_F,DBStream,930696,0,99152
KDD99_F,DBStream,979680,0,103872
KDD99_F,DBStream,1028664,0.886975,103315
KDD99_F,DBStream,1077648,0.76539,103334
KDD99_F,DBStream,1126632,0.77559,109800
KDD99_F,DBStream,1175616,0.784941,113787
KDD99_F,DBStream,1224600,0.793543,112421
KDD99_F,DBStream,1273584,0.811312,115884
KDD99_F,DBStream,1322568,0.729073,122935
KDD99_F,DBStream,1371552,0.712452,91835.9
KDD99_F,DBStream,1420536,0.938232,119319
KDD99_F,DBStream,1469520,0.866628,111653
KDD99_F,DBStream,1518504,0,120079
KDD99_F,DBStream,1567488,0,118007
KDD99_F,DBStream,1616472,0,126744
KDD99_F,DBStream,1665456,0,129698
KDD99_F,DBStream,1714440,0,127963
KDD99_F,DBStream,1763424,0,136321
KDD99_F,DBStream,1812408,0,138970
KDD99_F,DBStream,1861392,0,140212
KDD99_F,DBStream,1910376,0,146142
KDD99_F,DBStream,1959360,0,148496
KDD99_F,DBStream,2008344,0,151319
KDD99_F,DBStream,2057328,0,156127
KDD99_F,DBStream,2106312,0,156720
KDD99_F,DBStream,2155296,0,159447
KDD99_F,DBStream,2204280,0,154798
KDD99_F,DBStream,2253264,0,166492
KDD99_F,DBStream,2302248,0,169706
KDD99_F,DBStream,2351232,0,171956
KDD99_F,DBStream,2400216,0,175357
KDD99_F,DBStream,2449200,0,169409
KDD99_F,DBStream,2498184,0,182422
KDD99_F,DBStream,2547168,0,174907
KDD99_F,DBStream,2596152,0,177681
KDD99_F,DBStream,2645136,0,190754
KDD99_F,DBStream,2694120,0,193206
KDD99_F,DBStream,2743104,0,196830
KDD99_F,DBStream,2792088,0,197805
KDD99_F,DBStream,2841072,0,202086
KDD99_F,DBStream,2890056,0,204442
KDD99_F,DBStream,2939040,0,206815
KDD99_F,DBStream,2988024,0,210748
KDD99_F,DBStream,3037008,0,212309
KDD99_F,DBStream,3085992,0,213971
KDD99_F,DBStream,3134976,0,212423
KDD99_F,DBStream,3183960,0,220754
KDD99_F,DBStream,3232944,0,221513
KDD99_F,DBStream,3281928,0,221387
KDD99_F,DBStream,3330912,0,225298
KDD99_F,DBStream,3379896,0,231610
KDD99_F,DBStream,3428880,0.93628,226202
KDD99_F,DBStream,3477864,0,220665
KDD99_F,DBStream,3526848,0,222716
KDD99_F,DBStream,3575832,0,224511
KDD99_F,DBStream,3624816,0,216032
KDD99_F,DBStream,3673800,0.824872,229535
KDD99_F,DBStream,3722784,0,228648
KDD99_F,DBStream,3771768,0,215031
KDD99_F,DBStream,3820752,0,218803
KDD99_F,DBStream,3869736,0,237803
KDD99_F,DBStream,3918720,0,233345
KDD99_F,DBStream,3967704,0.782327,234491
KDD99_F,DBStream,4016688,0.772818,236167
KDD99_F,DBStream,4065672,0.763512,229680
KDD99_F,DBStream,4114656,0.754422,243063
KDD99_F,DBStream,4163640,0.745547,221073
KDD99_F,DBStream,4212624,0.736878,241650
KDD99_F,DBStream,4261608,0.728408,246318
KDD99_F,DBStream,4310592,0.720131,245315
KDD99_F,DBStream,4359576,0.712039,250398
KDD99_F,DBStream,4408560,0.704128,251372
KDD99_F,DBStream,4457544,0.69639,233284
KDD99_F,DBStream,4506528,0.954032,248593
KDD99_F,DBStream,4555512,0.928008,243294
KDD99_F,DBStream,4604496,0.733221,242631
KDD99_F,DBStream,4653480,0.725503,236302
KDD99_F,DBStream,4702464,0.717946,241282
KDD99_F,DBStream,4751448,0.710544,225827
KDD99_F,DBStream,4800432,0.917749,240693
KDD99_F,DBStream,4849416,0,237779
KDD99_F,DBStream,4898431,0.724066,236574
KDD99_F,EDMStream,48984,0.999918,73139.6
KDD99_F,EDMStream,97968,0.996193,90831.1
KDD99_F,EDMStream,146952,0.962396,100808
KDD99_F,EDMStream,195936,0.993881,91697.8
KDD99_F,EDMStream,244920,0.977678,87981.2
KDD99_F,EDMStream,293904,0.937401,85015.2
KDD99_F,EDMStream,342888,0.937312,83276.9
KDD99_F,EDMStream,391872,0.950798,83912.1
KDD99_F,EDMStream,440856,0.861209,85482
KDD99_F,EDMStream,489840,0.775088,94372.9
KDD99_F,EDMStream,538824,0.935645,102947
KDD99_F,EDMStream,587808,0.668609,110951
KDD99_F,EDMStream,636792,0.617178,119092
KDD99_F,EDMStream,685776,0.734973,127518
KDD99_F,EDMStream,734760,0.98476,132197
KDD99_F,EDMStream,783744,0.961799,124031
KDD99_F,EDMStream,832728,0.932176,122417
KDD99_F,EDMStream,881712,0.883928,118668
KDD99_F,EDMStream,930696,0.756855,117521
KDD99_F,EDMStream,979680,0.574052,127144
KDD99_F,EDMStream,1028664,0.881406,129407
KDD99_F,EDMStream,1077648,0.771518,129177
KDD99_F,EDMStream,1126632,0.737787,133125
KDD99_F,EDMStream,1175616,0.516516,139091
KDD99_F,EDMStream,1224600,0.495856,144136
KDD99_F,EDMStream,1273584,0.660731,148889
KDD99_F,EDMStream,1322568,0.459241,119590
KDD99_F,EDMStream,1371552,0.95695,151789
KDD99_F,EDMStream,1420536,0.975979,144867
KDD99_F,EDMStream,1469520,0.484694,150290
KDD99_F,EDMStream,1518504,0.710854,153199
KDD99_F,EDMStream,1567488,0.713051,158614
KDD99_F,EDMStream,1616472,0.721773,162793
KDD99_F,EDMStream,1665456,0.729915,166757
KDD99_F,EDMStream,1714440,0.415452,171318
KDD99_F,EDMStream,1763424,0.403911,164078
KDD99_F,EDMStream,1812408,0.751645,171243
KDD99_F,EDMStream,1861392,0.758062,183583
KDD99_F,EDMStream,1910376,0.392558,176155
KDD99_F,EDMStream,1959360,0.407744,189901
KDD99_F,EDMStream,2008344,0.42219,191116
KDD99_F,EDMStream,2057328,0.435947,198568
KDD99_F,EDMStream,2106312,0.449065,202936
KDD99_F,EDMStream,2155296,0.461586,206856
KDD99_F,EDMStream,2204280,0.473551,190255
KDD99_F,EDMStream,2253264,0.484995,214022
KDD99_F,EDMStream,2302248,0.495953,217201
KDD99_F,EDMStream,2351232,0.506454,209892
KDD99_F,EDMStream,2400216,0.516526,224465
KDD99_F,EDMStream,2449200,0.526195,217678
KDD99_F,EDMStream,2498184,0.535486,231088
KDD99_F,EDMStream,2547168,0.544419,235913
KDD99_F,EDMStream,2596152,0.553015,239994
KDD99_F,EDMStream,2645136,0.561292,242934
KDD99_F,EDMStream,2694120,0.569269,247088
KDD99_F,EDMStream,2743104,0.57696,250437
KDD99_F,EDMStream,2792088,0.584382,254290
KDD99_F,EDMStream,2841072,0.591548,255371
KDD99_F,EDMStream,2890056,0.598471,259516
KDD99_F,EDMStream,2939040,0.605163,263346
KDD99_F,EDMStream,2988024,0.611636,259678
KDD99_F,EDMStream,3037008,0.6179,269540
KDD99_F,EDMStream,3085992,0.623965,263740
KDD99_F,EDMStream,3134976,0.62984,272967
KDD99_F,EDMStream,3183960,0.635535,284172
KDD99_F,EDMStream,3232944,0.641057,287890
KDD99_F,EDMStream,3281928,0.646415,287909
